"type","label","hidden","current_path","proposed_path","decision","priority","rationale","replacement","courses","local_examples","evidence_scope","placement","source"
"sz_g2d_animate_once","Animar sprite %1 com a folha %2 na animação %3, do quadro %4 ao %5 a %6 fps, uma vez só","false","Jogo 2D > 🎬 Animação","Sprites > Animação","AJUSTAR","P1","A animação nomeada já preenche quadros. Explorar apresentação compacta, preservando números personalizados, entradas conectadas e repetição/execução única.","","","","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:243"
"sz_g2d_anim_ended","a animação de %1 acabou?","false","Jogo 2D > 🎬 Animação","Sprites > Animação","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:263"
"sz_g2d_set_state_anim","Animação do sprite %1 no estado %2","false","Jogo 2D > 🎬 Animação","Sprites > Animação","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:272"
"sz_g2d_auto_animate","Animar e virar o sprite %1 sozinho conforme ele se move","false","Jogo 2D > 🎬 Animação","Sprites > Animação","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Plataforma com inimigos","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:306"
"sz_g2d_all_enemies_group","Criar o grupo %1 com os inimigos de todos os tipos","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Reino Zero","triagem editorial do catálogo; uso externo não medido","mold-declaration","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:322"
"sz_g2d_define_enemy_type","Criar tipo de inimigo %1 que é %2 cor %3 imagem %4 figura %5 vida %6 velocidade %7 dano %8 tamanho %9 x %10","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","AJUSTAR","P1","Dez campos e fontes visuais simultâneas. Priorizar escolha de comportamento e aparência; defaults e opções adicionais explícitos. Não alterar forma serializada sem migração.","","","Plataforma com inimigos | Aventura do Herói | Reino Zero | Vale Ensolarado | Vila Ninja | Sobrevivente | Herói que Evolui","catálogo e inspeção direcionada; uso externo não medido","mold-declaration","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:334"
"sz_g2d_define_enemy_smart","Criar tipo de inimigo %1 com inteligência %2 cor %3 imagem %4 figura %5 vida %6 velocidade %7 dano %8 tamanho %9 x %10","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","AJUSTAR","P1","Dez campos e fontes visuais simultâneas. Priorizar escolha de comportamento e aparência; defaults e opções adicionais explícitos. Não alterar forma serializada sem migração.","","","","catálogo e inspeção direcionada; uso externo não medido","mold-declaration","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:364"
"sz_g2d_enemy_add_behavior","O tipo de inimigo %1 também é %2","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","mold-command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:389"
"sz_g2d_enemy_state_anim","Animação dos inimigos do tipo %1 no estado %2","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:405"
"sz_g2d_enemy_type_param","Ajustar no tipo de inimigo %1 o valor de %2 para %3","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Plataforma com inimigos","triagem editorial do catálogo; uso externo não medido","mold-command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:441"
"sz_g2d_spawn_enemy","Soltar um inimigo do tipo %1 chamado %2 em x %3 y %4","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Plataforma com inimigos | Aventura do Herói | Vale Ensolarado | Vila Ninja | Sobrevivente | Herói que Evolui","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:476"
"sz_g2d_update_enemy_type","Atualizar os inimigos do tipo %1 (alvo: o sprite %2)","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","AJUSTAR","P1","Explicar quais comportamentos cada passo avança; casco tem atualização própria e não pode ser fundido sem prova de equivalência.","","","Plataforma com inimigos | Aventura do Herói | Reino Zero | Vale Ensolarado | Vila Ninja | Sobrevivente | Herói que Evolui","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:496"
"sz_g2d_draw_enemy_type","Desenhar os inimigos do tipo %1 (e os tiros deles)","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Plataforma com inimigos | Aventura do Herói | Reino Zero | Vale Ensolarado | Vila Ninja | Sobrevivente | Herói que Evolui","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:511"
"sz_g2d_on_enemy_defeated","Quando um inimigo do tipo %1 for derrotado (chamado %2)","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Plataforma com inimigos | Aventura do Herói | Reino Zero | Vila Ninja | Sobrevivente | Herói que Evolui","triagem editorial do catálogo; uso externo não medido","event","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:522"
"sz_g2d_on_enemy_shot_hit","Para cada tiro do tipo %1 que acertar o sprite %2","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Plataforma com inimigos | Reino Zero","triagem editorial do catálogo; uso externo não medido","loop-command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:539"
"sz_g2d_on_enemy_beam_hit","Para cada raio do tipo %1 que acertar o sprite %2","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","loop-command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:559"
"sz_g2d_on_enemy_hurt","Quando um inimigo do tipo %1 levar dano (chamado %2)","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","event","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:579"
"sz_g2d_hurt_by_enemy","Machucar o sprite %1 com o dano de contato do inimigo %2","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Plataforma com inimigos | Aventura do Herói | Reino Zero | Vale Ensolarado | Vila Ninja | Sobrevivente | Herói que Evolui","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:596"
"sz_g2d_stomp_enemy","Derrotar os inimigos do tipo %1 quando o sprite %2 pular em cima (dando um pulinho de %3)","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Reino Zero","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:611"
"sz_g2d_enemy_damage","o dano de contato do inimigo %1","false","Jogo 2D > 😈 Inimigos","Inimigos > Tipos e comportamentos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:628"
"sz_g2d_draw_frame","Desenhar quadro %1 da folha de quadros %2 em x %3 y %4 largura %5 altura %6","false","Jogo 2D > 🎬 Animação","Sprites > Animação","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:637"
"sz_g2d_platformer","Mover o sprite %1 estilo plataforma na tela (a borda é chão), velocidade %2 pulo %3","false","Jogo 2D > 🕹️ Movimento","Movimento > Plataforma","AJUSTAR","P0","Manter chão na borda, terreno confirmado e controlador clássico com gravidade própria separados; oferecer receitas de combinações válidas.","","","Mini plataforma | Plataforma com inimigos","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:658"
"sz_g2d_top_down","Mover sprite %1 em 4 direções com setas, velocidade %2","false","Jogo 2D > 🕹️ Movimento","Movimento > Movimentos prontos","AJUSTAR","P1","Comportamentos diferentes: movimento direto, inércia, água, impulso e nave. Nomear o efeito físico e controles; não fundir por semelhança visual.","","","Pegue a moeda | Cenário do meu desenho | Herói que anda | Jogo desenhado por código | Sala com paredes | Aventura do Herói | Chuva de Meteoros | Safári de Monstros | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui | Aventura com câmera","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:674"
"sz_g2d_fly_free","Fazer o sprite %1 voar livre, velocidade %2","false","Jogo 2D > 🕹️ Movimento","Movimento > Movimentos prontos","AJUSTAR","P1","Comportamentos diferentes: movimento direto, inércia, água, impulso e nave. Nomear o efeito físico e controles; não fundir por semelhança visual.","","","","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:689"
"sz_g2d_flap","Fazer o sprite %1 bater as asas, força %2","false","Jogo 2D > 🕹️ Movimento","Movimento > Movimentos prontos","AJUSTAR","P1","Comportamentos diferentes: movimento direto, inércia, água, impulso e nave. Nomear o efeito físico e controles; não fundir por semelhança visual.","","","","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:704"
"sz_g2d_swim","Fazer o sprite %1 nadar, velocidade %2","false","Jogo 2D > 🕹️ Movimento","Movimento > Movimentos prontos","AJUSTAR","P1","Comportamentos diferentes: movimento direto, inércia, água, impulso e nave. Nomear o efeito físico e controles; não fundir por semelhança visual.","","","Reino Zero","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:719"
"sz_g2d_follow_pointer","Fazer sprite %1 seguir o ponteiro, velocidade %2","false","Jogo 2D > 🕹️ Movimento","Movimento > Movimentos prontos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:734"
"sz_g2d_clamp_to_screen","Manter o sprite %1 dentro da tela","false","Jogo 2D > 🕹️ Movimento","Movimento > Bordas e rebatidas","MANTER / REORGANIZAR","P1","Conter e atravessar para o outro lado produzem resultados diferentes.","","Desafio primeiro jogo","Chuva de números | Pegue a moeda | Cenário do meu desenho | Pong | Mini plataforma | Plataforma com inimigos | Jogo desenhado por código | Nave contra Asteroides | Asteroides clássico | Chuva de Meteoros | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Sobrevivente | Fazenda Feliz | Herói que Evolui","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:748"
"sz_g2d_flash","Dar um clarão de cor %1","false","Jogo 2D > ✨ Aparência","Desenho e efeitos > Efeitos","AJUSTAR","P1","Explicitar geração, avanço e desenho de efeitos. draw_particles também avança partículas; fade desenha cobertura, não troca tela.","","","Portas do Castelo | Equilibrista","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:760"
"sz_g2d_shake","Tremer a tela com intensidade %1","false","Jogo 2D > ✨ Aparência","Desenho e efeitos > Efeitos","AJUSTAR","P1","Explicitar geração, avanço e desenho de efeitos. draw_particles também avança partículas; fade desenha cobertura, não troca tela.","","Corre Dino | Desafio primeiro jogo","Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Batalha de Monstrinhos | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Safári de Monstros | Muralha do Reino | Duelo de Heróis | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Herói que Evolui | Guerra de Gorilas | Guerra de Gorilas vs Robô | Balão","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:771"
"sz_g2d_emit_particles","Soltar %1 partículas de cor %2 em x %3 y %4","false","Jogo 2D > ✨ Aparência","Desenho e efeitos > Efeitos","AJUSTAR","P1","Explicitar geração, avanço e desenho de efeitos. draw_particles também avança partículas; fade desenha cobertura, não troca tela.","","","Aventura do Herói | Vale Ensolarado | Vila Ninja | Sobrevivente | Herói que Evolui","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:783"
"sz_g2d_draw_particles","Atualizar e desenhar as partículas","false","Jogo 2D > ✨ Aparência","Desenho e efeitos > Efeitos","AJUSTAR","P1","Explicitar geração, avanço e desenho de efeitos. draw_particles também avança partículas; fade desenha cobertura, não troca tela.","","","Aventura do Herói | Reino Zero | Vale Ensolarado | Vila Ninja | Sobrevivente | Herói que Evolui","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:800"
"sz_g2d_create_tilemap_from_asset","Criar mapa %1 do meu desenho %2","false","Jogo 2D > 🗺️ Mapas","Cenários > Mapas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:812"
"sz_g2d_create_tilemap","Criar mapa de tiles %1 com imagem %2, tamanho do tile %3 px, tiles sólidos %4, tiles plataforma %5, grade %6","false","Jogo 2D > 🗺️ Mapas","Cenários > Mapas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Sala com paredes | Aventura do Herói","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:827"
"sz_g2d_draw_tilemap","Bloco antigo: preparar e desenhar o mapa %1 em x %2 y %3 com tiles de %4 px","true","","Compatibilidade > Blocos históricos","MANTER COMPATIBILIDADE","P1","Compatibilidade já existente; conservar registro, codec e comportamento para projetos históricos.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:847"
"sz_g2d_draw_backdrop","Desenhar o cenário %1","false","Jogo 2D > 🗺️ Mapas","Cenários > Fundos","MANTER / REORGANIZAR","P1","Fundos devem ser descobertos pelo propósito; kits mantêm atalhos. Configurar fundo e desenhá-lo são operações distintas.","","","","catálogo e inspeção direcionada; uso externo não medido","loop-command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:869"
"sz_g2d_tilemap_collide","Fazer o sprite %1 colidir com os sólidos e plataformas do mapa %2","false","Jogo 2D > 🗺️ Mapas","Cenários > Mapas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Sala com paredes | Aventura do Herói","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:881"
"sz_g2d_collide_group","Impedir o sprite %1 de atravessar os sprites do grupo %2","false","Jogo 2D > 💥 Colisões","Colisões > Encostar e bloquear","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Safári de Monstros | Escalada do Guerreiro | Duelo de Heróis | Vale Ensolarado | Vila Ninja | Treinador de Criaturas","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:895"
"sz_g2d_collide_sprite","Impedir o sprite %1 de atravessar o sprite %2","false","Jogo 2D > 💥 Colisões","Colisões > Encostar e bloquear","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:909"
"sz_g2d_collide_platform","Fazer o sprite %1 pousar na plataforma %2","false","Jogo 2D > 💥 Colisões","Colisões > Encostar e bloquear","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:923"
"sz_g2d_collide_platform_group","Fazer o sprite %1 pousar nas plataformas do grupo %2","false","Jogo 2D > 💥 Colisões","Colisões > Encostar e bloquear","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:937"
"sz_g2d_enemy_type_param_legacy_start","Ajustar no tipo de inimigo %1 o valor de %2 para %3","true","","Compatibilidade > Blocos históricos","MANTER COMPATIBILIDADE","P1","Compatibilidade já existente; conservar registro, codec e comportamento para projetos históricos.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:967"
"sz_g2d_enemy_add_behavior_legacy_start","O tipo de inimigo %1 também é %2","true","","Compatibilidade > Blocos históricos","MANTER COMPATIBILIDADE","P1","Compatibilidade já existente; conservar registro, codec e comportamento para projetos históricos.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogInteraction.ts:968"
"sz_g2d_create_group","Criar grupo de sprites %1","false","Jogo 2D > 📦 Muitos","Grupos > Criar e percorrer","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Corre Dino | Desafio primeiro jogo","Chuva de números | Quiz de números | Plataforma com inimigos | Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Reino Zero | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Herói que Evolui | Aventura com câmera","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:12"
"sz_g2d_spawn_in_group","No grupo %1 criar um sprite chamado %2 em x %3 y %4 largura %5 altura %6 cor %7 com vx %8 vy %9","false","Jogo 2D > 📦 Muitos","Grupos > Criar e percorrer","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Nave contra Asteroides | Aventura do Herói | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Herói que Evolui | Aventura com câmera","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:23"
"sz_g2d_spawn_image_in_group","No grupo %1 criar um sprite chamado %2 em x %3 y %4 largura %5 altura %6 com imagem %7 vx %8 vy %9","false","Jogo 2D > 📦 Muitos","Grupos > Criar e percorrer","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","O jogo do meu jeito","Aventura do Herói | Aventura com câmera","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:49"
"sz_g2d_update_group","Atualizar (mover) o grupo %1","false","Jogo 2D > 📦 Muitos","Grupos > Movimento","AJUSTAR","P0","update_group move usando velocidade; gravidade permanece explícita. Nomear a ação, não Atualizar genericamente.","","Corre Dino | Desafio primeiro jogo","Chuva de números | Plataforma com inimigos | Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Chuva de Meteoros | Muralha do Reino | Sobrevivente","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:73"
"sz_g2d_apply_gravity_group","Aplicar a gravidade do mundo aos sprites do grupo %1","false","Jogo 2D > 📦 Muitos","Grupos > Movimento","AJUSTAR","P0","update_group move usando velocidade; gravidade permanece explícita. Nomear a ação, não Atualizar genericamente.","","","Plataforma com inimigos | Reino Zero | Vale Ensolarado","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:83"
"sz_g2d_draw_group","Desenhar o grupo %1","false","Jogo 2D > 📦 Muitos","Grupos > Desenho e ordem","MANTER / REORGANIZAR","P1","Ordem de desenho e pertencimento são conceitos distintos; preservar ordenação por base e suas implicações no clique.","","Corre Dino | Desafio primeiro jogo","Chuva de números | Quiz de números | Plataforma com inimigos | Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Reino Zero | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Herói que Evolui | Aventura com câmera","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:94"
"sz_g2d_draw_group_by_y","Desenhar o grupo %1 ordenado pela base","false","Jogo 2D > 📦 Muitos","Grupos > Desenho e ordem","MANTER / REORGANIZAR","P1","Ordem de desenho e pertencimento são conceitos distintos; preservar ordenação por base e suas implicações no clique.","","","Aventura do Herói","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:104"
"sz_g2d_for_each_in_group","Para cada sprite %1 do grupo %2","false","Jogo 2D > 📦 Muitos","Grupos > Criar e percorrer","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Quiz de números | Aventura do Herói | Mundo Pirata | Muralha do Reino | Reino Zero | Vale Ensolarado | Vila Ninja | Sobrevivente","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:115"
"sz_g2d_count_group","quantos sprites tem no grupo %1","false","Jogo 2D > 📦 Muitos","Grupos > Criar e percorrer","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Corre Dino","Chuva de números | Plataforma com inimigos | Aventura do Herói | Reino Zero | Vila Ninja | Sobrevivente","triagem editorial do catálogo; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:133"
"sz_g2d_clear_group","Esvaziar o grupo %1","false","Jogo 2D > 📦 Muitos","Grupos > Participação e limpeza","AJUSTAR","P1","Remover vínculo com grupo não equivale a destruir um sprite; distinguir prazo, saída da tela e limpeza imediata.","","","Portas do Castelo | Reino Zero","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:141"
"sz_g2d_prune_offscreen","Tirar do grupo %1 quem sair da tela, para cada um (chamado %2)","false","Jogo 2D > 📦 Muitos","Grupos > Participação e limpeza","AJUSTAR","P1","Remover vínculo com grupo não equivale a destruir um sprite; distinguir prazo, saída da tela e limpeza imediata.","","Corre Dino | Desafio primeiro jogo","Chuva de números | Plataforma com inimigos | Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Chuva de Meteoros | Muralha do Reino | Sobrevivente","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:151"
"sz_g2d_add_to_group","Pôr o sprite %1 no grupo %2","false","Jogo 2D > 📦 Muitos","Grupos > Participação e limpeza","AJUSTAR","P1","Remover vínculo com grupo não equivale a destruir um sprite; distinguir prazo, saída da tela e limpeza imediata.","","","","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:169"
"sz_g2d_remove_from_group","Tirar o sprite %1 do grupo %2","false","Jogo 2D > 📦 Muitos","Grupos > Participação e limpeza","AJUSTAR","P1","Remover vínculo com grupo não equivale a destruir um sprite; distinguir prazo, saída da tela e limpeza imediata.","","Desafio primeiro jogo","Chuva de números | Plataforma com inimigos | Nave contra Asteroides | Asteroides clássico | Dino Run | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Muralha do Reino | Reino Zero | Vale Ensolarado | Vila Ninja | Sobrevivente | Herói que Evolui | Aventura com câmera","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:183"
"sz_g2d_on_group_overlap","Para cada colisão entre os grupos %1 e %2","false","Jogo 2D > 💥 Colisões","Colisões > Encostar e bloquear","AJUSTAR","P0","Distinguir evento ao começar, pergunta sobre agora e varredura a cada quadro; preservar ordem dos callbacks e remoção durante iteração.","","Desafio primeiro jogo","Plataforma com inimigos | Nave contra Asteroides | Asteroides clássico | Aventura do Herói | Chuva de Meteoros | Muralha do Reino | Reino Zero | Vila Ninja | Sobrevivente | Herói que Evolui","catálogo e inspeção direcionada; uso externo não medido","loop-command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:199"
"sz_g2d_every_frames","A cada %1 quadros","false","Jogo 2D > ⏱️ Tempo e repetição","Tempo > Quadros e intervalos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Desafio primeiro jogo","Nave contra Asteroides | Dino Run | Reino Zero","triagem editorial do catálogo; uso externo não medido","loop-periodic","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:222"
